id,label,shape,background-color,fontcolor,rank,subgraph,connection_from,connection_to,edgeLabel,is_terminal,href,descr,
Writing effectively,Writing effectively,diamond,Cyan,white,2,Writing,,,,yes,https://youtu.be/vtIzMaLkCaM,"If you want to know how to write effectively, watch this video.",
Acronymify,Acronymify,diamond,Cyan,white,2,Writing,,,,yes,https://acronymify.com/,"If you need a cool and catchy acronym for your paper, project, etc. check out Acronymify.",
List of acronyms,List of acronyms,diamond,Cyan,white,2,Writing,,,,yes,https://listofacronyms.com/,Don't waste time collating a list or table of abbreviations manually. This tool does it for you.,
Quillbot,Quillbot,diamond,Cyan,white,2,Writing,,,,yes,https://quillbot.com/,Paraphrase like the awesome boss you are using QuillBot.,
Statcheck,Statcheck,diamond,Cyan,white,2,Word,,,,yes,statcheck // web (shinyapps.io),"To check a PDF, DOCX or HTML file for errors in statistical reporting, upload it to Statcheck. Some journals even officially request this now (e.g., Psychological Science).",
Writing Framework,Writing Framework,diamond,Cyan,white,2,Writing,,,,no,NA,NA,
Word,Word,ellipse,#cd6886,white,3,Writing Framework,,,,no,NA,NA,
APA-style Word template,APA-style Word template,ellipse,Thistle,white,4,Word,,,,yes,https://twitter.com/NicolasFNL/status/1357048003027230726?s=20,"Thanks to Nicolás F. Narvaez Linares for telling me about the readymade APA-style word document option, where you can directly initialize the right formatting in Word.",
Preprint templates,Preprint templates,ellipse,Thistle,white,4,Word,,,,yes,https://osf.io/hsv6a/,"Amazing and useful ""Word templates for typesetting preprints. Because your preprint should be a #prettypreprint"" and we don't have time for endless formatting.",
Papaja,Papaja,ellipse,#cd6886,white,3,Writing Framework,,,,yes,papaja package - RDocumentation,"If you want to create reproducible manuscripts including tables directly from your data in R, use the papaja package.",
Overleaf,Overleaf,ellipse,#cd6886,white,3,Writing Framework,,,,yes,"Overleaf, Online LaTeX Editor","Overleaf is an online collaborative platform used for creating, editing, and sharing scientific documents, particularly LaTeX-based documents, making it popular among researchers and academics for collaborative writing and publishing.",
Citations ,Citations ,diamond,Cyan,white,2,Writing,,,,no,NA,NA,
Citation Managers,Citation Managers,ellipse,#cd6886,white,3,Citations ,,,,no,NA,NA,
Zotero,Zotero,ellipse,Thistle,white,4,CitationManagers,,,,yes,Zotero | Your personal research assistant,"Zotero is a free and open-source reference management software that helps users collect, organize, cite, and share research sources and bibliographic information. You can also connect it with Rmarkdown for reproducible workflows. ",
Mendeley,Mendeley,ellipse,Thistle,white,4,CitationManagers,,,,yes,Mendeley - Reference Management Software," Mendeley is a reference management tool and academic social network that assists researchers in organizing, sharing, and citing research papers and other scholarly materials.",
Citavi,Citavi,ellipse,Thistle,white,4,CitationManagers,,,,yes,Citavi - Best Reference Management Software for Writing and Note Taking,"Citavi is a reference management and knowledge organization software designed to help researchers, students, and academics manage sources, citations, and research tasks efficiently. Check if your institution got a licence for the software.",
Endnote,Endnote,ellipse,Thistle,white,4,CitationManagers,,,,yes,EndNote | The best reference management tool,"EndNote is a commercial reference management software that enables researchers, writers, and academics to organize, store, and cite references and bibliographic information in their documents.  Check if your institution got a licence for the software.",
Reference management comparison,Reference management comparison,ellipse,Thistle,white,4,CitationManagers,,,,yes,https://en.wikipedia.org/wiki/Comparison_of_reference_management_software,"Reference management comparison is a table which evaluates and contrasts various reference management software tools. Additionally, it determines their features, functionalities, and suitability for specific research and academic needs.",
BibTeX,BibTeX,ellipse,Thistle,white,4,CitationManagers,,,,yes,BibTeX,Bibliography & reference generator that works quite well with Rmd/Papaja.,
Citation Diversity Statement,Citation Diversity Statement,ellipse,#cd6886,white,3,Citations ,,,,yes,"The Citation Diversity Statement: A Practice of Transparency, A Way of Life - PubMed (nih.gov)","To increase awareness about citation bias and mitigate it, by checking for and transparently reporting proportions of citing male and female first and last authors, use the citation diversity statement by Zurn et al. (2020, TICS).",
Recite,Recite,ellipse,#cd6886,white,3,Citations ,,,,yes,Recite: APA and Harvard citations checked instantly (reciteworks.com),"To check your in-text citations and reference lists for errors, use Reciteworks.",
Citation Gecko,Citation Gecko,ellipse,#cd6886,white,3,Citations ,,,,yes,Citation Gecko,"""Gecko is here to help you find the most relevant papers to your research and give you a more complete sense of the research landscape.""",
Publication,Publication,rectangle,Purple,white,1,initial,,,,no,NA,NA,
Journal choice,Journal choice,diamond,Cyan,white,2,Publication,Preregistration,Preregistration Framework,,no,NA,NA,
JANE,JANE,ellipse,#cd6886,white,3,Journalchoice,,,,yes,https://jane.biosemantics.org/,"If you don’t know who to suggest as a reviewer or what journal to submit your paper to, check out JANE.",
Journal Rater,Journal Rater,ellipse,#cd6886,white,3,Journalchoice,,,,yes,https://phdvoice.org/journalrater/,"If you want to know about the review process and manuscript handling, check out the Journal Rater by PhD Voice. Because “life’s too short to put up with Reviewer 2’s”.",
Journal suggester,Journal suggester,ellipse,#cd6886,white,3,Journalchoice,,,,yes,https://authorservices.taylorandfrancis.com/publishing-your-research/choosing-a-journal/journal-suggester/,Just paste your abstract and get some suggestions for journals you can submit to.,
Journal abbreviations,Journal abbreviations,ellipse,#cd6886,white,3,Journalchoice,,,,yes,https://images.webofknowledge.com/images/help/WOS/P_abrvjt.html,This list shows the abbreviations used for journal titles as cited works. ,
SciRev,SciRev,ellipse,#cd6886,white,3,Journalchoice,,,,yes,https://scirev.org/,"If you want to know how long the review process for a specific journal is, or people's experience with publishing there, check SciRev.",
Preprint,Preprint,diamond,Cyan,white,2,Publication,,,,no,NA,NA,
Sherpa Romeo,Sherpa Romeo,ellipse,#cd6886,white,3,Preprint,,,,yes,https://v2.sherpa.ac.uk/romeo/,If you are not sure whether you are allowed to upload a preprint prior to journal submission.,
Preprint server,Preprint server,ellipse,#cd6886,white,3,Preprint,,,,no,NA,NA,
MetArXiv,MetArXiv,ellipse,Thistle,white,4,Preprintserver,,,,yes,https://osf.io/preprints/metaarxiv/,A preprint platform for publications related to meta research.,
PsyArXiv,PsyArXiv,ellipse,Thistle,white,4,Preprintserver,,,,yes,https://www.biorxiv.org/,A preprint platform for publications related to Biology and Neuroscience.,
BioArXiv,BioArXiv,ellipse,Thistle,white,4,Preprintserver,,,,yes,https://psyarxiv.com/,A preprint platform for publications related to Psychology.,
ORCID,ORCID,diamond,Cyan,white,2,Publication,Preregistration,Preregistration Framework,,yes,https://orcid.org/,"Get an ORCID - an ""Open Researcher and Contributor ID"" which is a persistent digital identifier that you own and control, and that distinguishes you from every other researcher. Link your projects and output to your ORCID.",
Dissemination,Dissemination,rectangle,Purple,white,1,initial,,,,no,NA,NA,
Resource Sharing,Resource Sharing,diamond,Cyan,white,2,Dissemination,Preregistration,Preregistration Framework,,no,NA,NA,
Data,Data,ellipse,#cd6886,white,3,ResourceSharing,,,,no,NA,NA,
Open Science Framework,Open Science Framework,ellipse,Thistle,white,4,Data,,,,yes,https://osf.io/,"The Open Science Framework (OSF) is a web-based platform that facilitates collaboration and supports the entire research lifecycle by providing tools for project organization, data sharing, collaboration, and transparency. Consider the hosting server location and its data policity before sharing the data.",
Zenodo,Zenodo,ellipse,Thistle,white,4,Data,,,,yes,https://zenodo.org/,"Zenodo is an open-access repository that allows researchers to store, share, and publish their research outputs, including datasets, code, preprints, and other scholarly materials, ensuring long-term preservation and accessibility. Consider the hosting server location and its data policity before sharing the data.",
NeuroVault,NeuroVault,ellipse,Thistle,white,4,Data,,,,yes,https://neurovault.org/,"NeuroVault is an online platform that enables researchers in the field of neuroscience to share, analyze, and collaboratively work with neuroimaging data and statistical maps.",
Code,Code,ellipse,#cd6886,white,3,ResourceSharing,,,,no,NA,NA,
Open Science Framework,Open Science Framework,ellipse,Thistle,white,4,Code,,,,yes,https://osf.io/,"The Open Science Framework (OSF) is a web-based platform that facilitates collaboration and supports the entire research lifecycle by providing tools for project organization, data sharing, collaboration, and transparency. Consider the hosting server location and its data policity before sharing the data.",
Zenodo,Zenodo,ellipse,Thistle,white,4,Code,,,,yes,https://zenodo.org/,"Zenodo is an open-access repository that allows researchers to store, share, and publish their research outputs, including datasets, code, preprints, and other scholarly materials, ensuring long-term preservation and accessibility. Consider the hosting server location and its data policity before sharing the data.",
GitHub,GitHub,ellipse,Thistle,white,4,Code,,,,yes,https://github.com/,"GitHub is a web-based platform for version control and collaborative software development, allowing developers to host, review, and manage code repositories.",
Materials,Materials,ellipse,#cd6886,white,3,ResourceSharing,,,,no,NA,NA,
Open Science Framework,Open Science Framework,ellipse,Thistle,white,4,Material,,,,yes,https://osf.io/,"The Open Science Framework (OSF) is a web-based platform that facilitates collaboration and supports the entire research lifecycle by providing tools for project organization, data sharing, collaboration, and transparency. Consider the hosting server location and its data policity before sharing the data.",
Zenodo,Zenodo,ellipse,Thistle,white,4,Material,,,,yes,https://zenodo.org/,"Zenodo is an open-access repository that allows researchers to store, share, and publish their research outputs, including datasets, code, preprints, and other scholarly materials, ensuring long-term preservation and accessibility. Consider the hosting server location and its data policity before sharing the data.",
Poster,Poster,diamond,Cyan,white,2,Dissemination,Preregistration,Preregistration Framework,,no,NA,NA,
Designing conference posters,Designing conference posters,ellipse,#cd6886,white,3,Poster,,,,yes,https://colinpurrington.com/tips/poster-design/,Tips on how to design the perfect poster for a conference.,
Canva,Canva,ellipse,#cd6886,white,3,Poster,,,,yes,https://www.canva.com/de_de/,"Canva is a web-based graphic design platform that provides users with a wide range of tools and templates to create visually appealing designs for various purposes, from social media graphics to presentations.",
Illustrator,Illustrator,ellipse,#cd6886,white,3,Poster,,,,yes,https://www.adobe.com/products/illustrator.html,"Illustrator refers to Adobe Illustrator, a vector graphics editor used to create and manipulate digital artwork, illustrations, logos, and other visual content with precision and scalability. Check if your institution got a licence for the software. ",
PowerPoint,PowerPoint,ellipse,#cd6886,white,3,Poster,,,,yes,https://www.microsoft.com/en/microsoft-365/powerpoint,"Microsoft PowerPoint is a popular presentation software used to create slideshows and presentations that incorporate text, images, animations, and multimedia elements to convey information and ideas effectively. Check if your institution got a licence for the software.",
Better posters,Better posters,ellipse,#cd6886,white,3,Poster,,,,yes,https://www.youtube.com/watch?v=1RwJbhkCA58,A video on how to create a better research poster in less time (#betterposter Generation 1),
Talk,Talk,diamond,Cyan,white,2,Dissemination,Preregistration,Preregistration Framework,,no,NA,NA,
PowerPoint,PowerPoint,ellipse,#cd6886,white,3,Talk,,,,yes,https://www.microsoft.com/en/microsoft-365/powerpoint,"Microsoft PowerPoint is a popular presentation software used to create slideshows and presentations that incorporate text, images, animations, and multimedia elements to convey information and ideas effectively. Check if your institution got a licence for the software.",
Slidesgo,Slidesgo,ellipse,#cd6886,white,3,Talk,,,,yes,https://slidesgo.com/,"Slidesgo is a platform that offers a collection of professionally designed, customizable presentation templates for various topics and purposes, making it easier for users to create visually appealing slideshows.",
Talk invitations,Talk invitations,ellipse,#cd6886,white,3,Talk,,,,yes,https://www.chjh.nl/what-to-do-with-that-invitation/,Have you been invited to speak somewhere? Here are some questions you might (and should) ask beforehand.,
Writing,Writing,diamond,Cyan,white,2,Dissemination,,,,no,NA,NA,
In Mind Magazine,In Mind Magazine,ellipse,#cd6886,white,3,Writing,,,,yes,https://de.in-mind.org/,"In-Mind Magazine, operated by the In-Mind Foundation, is an online quarterly publication that aims to make psychology accessible by offering peer-reviewed articles and content that bridges the gap between scientific research and the general public's understanding.In-Mind Magazine, operated by the In-Mind Foundation, is an online quarterly publication that aims to make psychology accessible by offering peer-reviewed articles and content that bridges the gap between scientific research and the general public's understanding.",
Gehirn und Geist,Gehirn und Geist,ellipse,#cd6886,white,3,Writing,,,,yes,https://www.spektrum.de/magazin/gehirn-und-geist/," ""Gehirn und Geist"" is a German-language popular science magazine focused on psychology and neuroscience, providing articles and insights for readers interested in understanding the human mind and brain.",
Scientific American,Scientific American,ellipse,#cd6886,white,3,Writing,,,,yes,https://www.scientificamerican.com/ ,"Scientific American is a well-known popular science magazine that publishes articles covering a wide range of scientific disciplines, offering insights and discoveries to a broad audience.",
APS Observer,APS Observer,ellipse,#cd6886,white,3,Writing,,,,yes,https://www.psychologicalscience.org/observer," APS Observer is the monthly magazine of the Association for Psychological Science (APS), providing news, insights, and research highlights related to the field of psychology and the activities of APS.",
APA Monitor on Psychology,APA Monitor on Psychology,ellipse,#cd6886,white,3,Writing,,,,yes,https://www.apa.org/monitor,"APA Monitor on Psychology is the monthly magazine published by the American Psychological Association (APA), offering news, features, and articles on psychology-related topics for psychologists and the general public.",
Social Media,Social Media,diamond,Cyan,white,2,Dissemination,,,,no,NA,NA,
Twitter,Twitter,ellipse,#cd6886,white,3,SocialMedia,,,,yes,https://twitter.com/home,"Twitter is a social media platform that enables users to share and read short posts called ""tweets,"" allowing for real-time updates, discussions, and information sharing in a concise format. At the moment rebranded to ""X"". ",
Mastodon,Mastodon,ellipse,#cd6886,white,3,SocialMedia,,,,yes,https://joinmastodon.org/,"Mastodon is an open-source, decentralized social media platform that operates as a network of independently run instances, allowing users to communicate and share content while retaining control over their data and community.",
TikTok,TikTok,ellipse,#cd6886,white,3,SocialMedia,,,,yes,https://www.tiktok.com/en/,"TikTok is a social media platform that allows users to create and share short videos set to music or other audio, known for its popularity among younger generations.",
Instagram,Instagram,ellipse,#cd6886,white,3,SocialMedia,,,,yes,https://www.instagram.com/,"Instagram is a photo and video sharing social media platform that enables users to upload, edit, and share visual content with their followers.",
YouTube,YouTube,ellipse,#cd6886,white,3,SocialMedia,,,,yes,https://www.youtube.com/,"YouTube is a video-sharing platform where users can upload, watch, and interact with a wide variety of videos, spanning from entertainment to education.",
Project End,Project End,rectangle,Purple,white,1,initial,Dissemination,Project End,,no,NA,NA,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Project Start,Project Start,rectangle,Purple,white,1,initial,Project Start,Type of Project,,,,,
Type of Project,Type of Project,diamond,Thistle,white,1,initial,Type of Project,Type of Study,Continue after choice,,,,
Type of Study,Type of Study,diamond,Thistle,white,1,initial,Type of Study,Data Availability,Empircal,,,,
Data Availability,Data Availability,diamond,Thistle,white,1,initial,Data Availability,Data Simulation,,,,,
Data Simulation,Data Simulation,diamond,Thistle,white,1,initial,Data Simulation,Experiment Design,,,,,
Experiment Design,Experiment Design,rectangle,Purple,white,1,initial,Experiment Design,Data Collection,,,,,
Data Collection,Data Collection,rectangle,Purple,white,1,initial,Data Collection,Data Validation,,,,,
Data Validation,Data Validation,rectangle,Purple,white,1,initial,Data Validation,Data Analysis,,,,,
Data Analysis,Data Analysis,rectangle,Purple,white,1,initial,Data Analysis,Writing,,,,,
Writing,Writing,rectangle,Purple,white,1,initial,Writing,Dissemination,,,,,
Dissemination,Dissemination,rectangle,Purple,white,1,initial,Dissemination,Project End,,,,,
Project End,Project End,rectangle,Purple,white,1,initial,,,,,,,
Type of Project,Type of Project,diamond,Thistle,white,2,TypeofProject,Type of Project,,,,,,
Type of Preregistration,Type of Preregistration,diamond,Cyan,white,2,TypeofProject,Type of Project,Type of Preregistration,,,,,
Type of Study,Type of Study,diamond,Thistle,white,2,TypeofStudy,Type of Study,,,,,,
Preregistration Metaanalysis,Preregistration Metaanalysis,diamond,Cyan,white,2,TypeofStudy,Type of Study,Preregistration Metaanalysis,,,,,
Experiment Design,Experiment Design,rectangle,Purple,white,2,ExperimentDesign,Experiment Design,,,,,,
Design Framework,Design Framework,diamond,Cyan,white,2,ExperimentDesign,Experiment Design,Design Framework,,,,,
Sample Size,Sample Size,diamond,Cyan,white,2,ExperimentDesign,Experiment Design,Sample Size,,,,,
Stimuli,Stimuli,diamond,Cyan,white,2,ExperimentDesign,Experiment Design,Stimuli,,,,,
Dissemination,Dissemination,rectangle,Purple,white,2,Dissemination,Dissemination,,,,,,
Open Code,Open Code,diamond,Cyan,white,2,Dissemination,Dissemination,Open Code,,,,,
Open Materials,Open Materials,diamond,Cyan,white,2,Dissemination,Dissemination,Open Materials,,,,,
Open Data,Open Data,diamond,Cyan,white,2,Dissemination,Dissemination,Open Data,,,,,
Presentation,Presentation,diamond,Cyan,white,2,Dissemination,Dissemination,Presentation,,,,,
Type of Preregistration,Type of Preregistration,diamond,Cyan,white,2,TypeofPreregistration,Type of Preregistration,Preregistration,,,,,
Preregistration,Preregistration,diamond,#9acd32,black,3,TypeofPreregistration,Preregistration,Preregistration Framework,,,,,
Preregistration Framework,Preregistration Framework,diamond,#63b8ff,black,4,TypeofPreregistration,Type of Preregistration,Registered Report,,,,,
Registered Report,Registered Report,diamond,#9acd32,black,3,TypeofPreregistration,Registered Report,Registered Report Framework,,,,,
OSF Templates,OSF Templates,ellipse,#cd6889,black,5,TypeofPreregistration,Preregistration Framework,OSF Templates,,,,,
AsPredicted Templates,AsPredicted Templates,ellipse,#cd6889,black,5,TypeofPreregistration,Preregistration Framework,AsPredicted Templates,,,,,
Registered Report Framework,Registered Report Framework,diamond,#63b8ff,black,4,TypeofPreregistration,Registered Report Framework,Journal,,,,,
Journal,Journal,ellipse,#cd6889,black,5,TypeofPreregistration,,,,,,,
